小区名称,经度,纬度,街道名称,住户人数,建筑面积,机构名称
烟台市莱州市文昌路街道齐东社区安邦公寓,119.98151786075223,37.19449236012205,,410.0,750,北五里社区老年人日间照料中心
烟台市莱州市文昌路街道齐东社区明德佳苑,119.9827245545438,37.1928444228822,,319.0,750,北五里社区老年人日间照料中心
烟台市莱州市文昌路街道齐东社区北五里新村,119.94922117258255,37.17527758715232,,280.0,750,北五里社区老年人日间照料中心
烟台市莱州市文昌路街道齐东社区幸福里,119.97978107687926,37.18940893563495,,553.0,750,北五里社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区祥龙云海小区,119.95089597337537,37.185985940834485,,582.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区星辉大厦,119.9468022155053,37.18126335268915,,480.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区银资府东苑小区,119.95045517486162,37.18628149251074,,423.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区府东院小区,119.95014867302162,37.18355277020123,,201.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区府西院小区,119.9478687736373,37.186098354109525,,182.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区公路局、烟酒公司小区,119.94677409854285,37.18763733524895,,134.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区锦绣苑小区,119.9537001238553,37.1820777495956,,108.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区新世纪小区,119.9457266743182,37.18697681060361,,96.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区农机公司小区,119.91322939452812,37.14660000671522,,90.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区市府院小区,119.9477340278108,37.18295898463872,,88.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区工行、金谷源小区,119.9478289787032,37.18126018996545,,86.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区林业局、妇保院、果品公司小区,119.95263042165402,37.18782363233262,,79.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区武装部小区,119.9477340278108,37.18295898463872,,68.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区电影公司小区,119.9467103188516,37.18608369151799,,67.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区经贸局住宅小区,119.9477340278108,37.18295898463872,,48.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区德裕昌、供销社、京剧团小区,119.94947709982236,37.18128944515456,,42.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区实验小学家属楼,119.95099406833704,37.181707139003535,,38.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道东莱社区中心粮店、建行小区,119.95093478017338,37.18240580600602,,32.0,1100,府前街社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区19号20号楼,119.95363553568914,37.19685065115703,,72.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区22、21、24,119.95363553568914,37.19685065115703,,162.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区拿力大厦、平房,119.95363553568914,37.19685065115703,,103.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区土产中行家属楼,119.9617038462881,37.18707039127219,,78.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区明辉小区,119.95363553568914,37.19685065115703,,155.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区土产供销沿街楼,119.95363553568914,37.19685065115703,,80.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区金都大厦,119.94718597161916,37.18733747646949,,178.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区综合楼,119.95363553568914,37.19685065115703,,70.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区国税家属楼,119.95363553568914,37.19685065115703,,64.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区建发、粮食局家属楼,119.95155299402536,37.19536496880467,,55.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区3、5、14、16号楼,119.95363553568914,37.19685065115703,,201.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区正23、负23、48,119.95363553568914,37.19685065115703,,130.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区1-10号楼,119.95363553568914,37.19685065115703,,330.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区西区17、18号楼,119.95363553568914,37.19685065115703,,120.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区公路局家属楼,119.94677409854285,37.18763733524895,,96.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区市联社家属楼,119.94737740052332,37.19126062973574,,120.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区新天地家属楼,119.95363553568914,37.19685065115703,,60.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道北关社区印象城家属楼,119.95463642768836,37.18780983256454,,768.0,1200,北关社区老年人日间照料中心
烟台市莱州市文昌路街道文景社区文景阳光城,119.94337909565353,37.16762018870291,,680.0,1700,八蜡庙社区老年人日间照料中心
烟台市莱州市文昌路街道文景社区文景凤凰城,119.94234563203972,37.165984617450775,,2008.0,1700,八蜡庙社区老年人日间照料中心
烟台市莱州市文昌路街道文景社区文景家园（二层楼）,119.94063939055408,37.1680432951784,,122.0,1700,八蜡庙社区老年人日间照料中心
烟台市莱州市文昌路街道文景社区弘宇家属楼,119.94898752331942,37.17449704677348,,100.0,1700,八蜡庙社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区教育路八区,119.96494124951552,37.190849241943546,,479.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区教育路九区,119.96752648294267,37.1917347578305,,498.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区教育路十区,119.96513699028614,37.19180641221695,,518.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区慢性病院,119.96524676321948,37.18785597552909,,40.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区东辉公寓,119.96419951865592,37.18924291052189,,92.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区嘉乐园,119.9640530948578,37.18747533115817,,322.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区中保公司,119.94922117258255,37.17527758715232,,30.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区文渊公寓,119.9652985954474,37.18889418471333,,279.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区烟信,119.96851991900616,37.20274565844475,,132.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区文馨,119.9675819982232,37.19015618783072,,96.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区银资,119.96161500387316,37.18693411708003,,96.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道崇文社区中医院,119.94922117258255,37.17527758715232,,170.0,600,崇文社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区（A区）,119.9531783880151,37.20325937995183,,970.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区（B区路南）,119.9531783880151,37.20325937995183,,344.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区（B区路北）,119.9531783880151,37.20325937995183,,294.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区C区,119.9531783880151,37.20325937995183,,162.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区金都家园,119.95495775156928,37.20032539273789,,96.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区安居,119.9531783880151,37.20325937995183,,216.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区生资,119.9531783880151,37.20325937995183,,60.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区建行家属楼,119.94694405794532,37.19794780788949,,60.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区商检家属楼,119.9531783880151,37.20325937995183,,32.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区残联家属楼,119.94896219110404,37.20000912836368,,48.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区啤酒厂家属楼,119.9531783880151,37.20325937995183,,182.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区奥城,119.9531783880151,37.20325937995183,,430.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道汇泉社区仓上金矿家属楼,119.95188922977772,37.20222323835628,,270.0,320,汇泉社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区食品厂平房,120.04012448002037,37.164078304052296,,61.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区鼓楼公寓,119.948483034945,37.1771422104168,,84.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区粮食局楼,119.95155299402536,37.19536496880467,,53.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区鸿德园楼,119.94847539934818,37.17569502698797,,82.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区阳光大厦,120.04012448002037,37.164078304052296,,460.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区材机厂平房,120.04012448002037,37.164078304052296,,31.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区百大宿舍楼,120.04012448002037,37.164078304052296,,40.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区展销楼,120.04012448002037,37.164078304052296,,76.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区市联社,120.04012448002037,37.164078304052296,,28.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区粮贸,120.04012448002037,37.164078304052296,,45.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区电信宿舍楼,120.04012448002037,37.164078304052296,,99.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区三院宿舍,119.97773096404438,37.18462870253288,,64.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区材机厂家属院,120.04012448002037,37.164078304052296,,188.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区植物油厂楼,120.04012448002037,37.164078304052296,,85.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区银资百大,119.96161500387316,37.18693411708003,,70.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区梅苑华庭,119.94672469173976,37.17883426966944,,414.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道鼓楼社区金地佳园,119.9429143492581,37.17593986835092,,188.0,1100,鼓楼社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区教育路1-7区,119.96106065954297,37.19132603184942,,2816.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区教育路小区北区,119.96065246951925,37.19372078791775,,102.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区农机局3号楼,119.95514540759032,37.19109324318671,,50.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区洲元大厦,119.96161033268451,37.193228561517216,,113.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区实验中学,119.95789296482312,37.19393646384759,,90.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区邮政局,119.9307837214819,37.18042565752285,,32.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区复合材料长,119.77668111802566,37.03297197206211,,48.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区电机厂家属楼,119.77668111802566,37.03297197206211,,70.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区维特公寓,119.95683718635726,37.18889519093193,,115.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区农机局,119.95514540759032,37.19109324318671,,36.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区党校家属楼,119.96060692542989,37.18706809128788,,180.0,1364,教育路社区老年人日间照料中心
烟台市莱州市文昌路街道教育路社区开建宝地,119.9579401258624,37.18735098882766,,256.0,1364,教育路社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区电业局南家属区,119.9414995180799,37.18217730236106,,160.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区水利局家属区,119.935063338762,37.18120282963525,,170.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区体委,119.9414995180799,37.18217730236106,,124.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区塑料厂,119.9414995180799,37.18217730236106,,104.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区电业局大原家家属区,119.92856257127794,37.180526290696335,,200.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区河滨公寓,119.93692723286463,37.177708151308174,,435.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区部队南北院,119.9414995180799,37.18217730236106,,204.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区运输公司家属区,119.94199286746596,37.18668068667286,,148.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区建委楼家属区,119.9414995180799,37.18217730236106,,140.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区宏达家园,119.93307899223896,37.17981010842715,,414.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区慧丰苑,119.93120041363493,37.17977870794604,,260.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区发电厂家属区,119.9414995180799,37.18217730236106,,148.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区大原家家属区,119.92856257127794,37.180526290696335,,126.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道河滨社区河西平房区,119.9414995180799,37.18217730236106,,190.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道景阳社区老区,119.9414995180799,37.18217730236106,,280.0,822,河滨社区老年人日间照料中心
烟台市莱州市永安路街道景阳社区新区,119.9414995180799,37.18217730236106,,2170.0,822,河滨社区老年人日间照料中心
烟台市莱州市永安路街道景阳社区阳光,119.9749100152514,37.22906408228801,,150.0,822,河滨社区老年人日间照料中心
烟台市莱州市永安路街道景阳社区印刷厂,119.95031485954097,37.18073251639868,,80.0,822,河滨社区老年人日间照料中心
烟台市莱州市永安路街道景阳社区山水国际,119.94522757577684,37.17472233896482,,460.0,822,河滨社区老年人日间照料中心
烟台市莱州市永安路街道泛华社区广场花园,119.93974683419935,37.20202993481318,,995.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市永安路街道泛华社区泛华中区,119.9414995180799,37.18217730236106,,800.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市永安路街道泛华社区馨园北区,119.93855370482102,37.18747087496261,,288.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市永安路街道泛华社区泛华南区,119.9414995180799,37.18217730236106,,230.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市永安路街道泛华棉纺厂1号、2号楼,119.9414995180799,37.18217730236106,,420.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区永安公寓,119.93830137080327,37.18261195465396,,289.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区人民银行平房,119.9414995180799,37.18217730236106,,120.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区馨园小区,119.93940161539189,37.183425114968585,,160.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区文盛公寓,119.93827010977152,37.1866317398618,,280.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区霸力大厦,119.93939514759222,37.18645428045034,,130.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区市联社、馨园亭子,119.93608336466858,37.18745650013642,,140.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区化工厂、建发楼,119.94585836590596,37.20696153412423,,157.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区水利局3#,119.935063338762,37.18120282963525,,220.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区福嘉苑小区,119.93386679582272,37.1823613129005,,180.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区玻璃厂宿舍楼,119.9484011094825,37.175043742191285,,142.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区大骋楼,119.92385742667778,37.17614984470148,,120.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区百大宿舍楼,119.9414995180799,37.18217730236106,,270.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区水泥厂,119.9414995180799,37.18217730236106,,148.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区化轻楼,119.9414995180799,37.18217730236106,,220.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道西苑社区印染厂平房,119.9414995180799,37.18217730236106,,80.0,350,西苑社区老年人日间照料中心
烟台市莱州市永安路街道光安社区花旗绿城,119.9452822825824,37.19841449167719,,1230.0,785,光安社区老年人日间照料中心
烟台市莱州市永安路街道光安社区公安小区,119.94238758290705,37.19808830200607,,850.0,785,光安社区老年人日间照料中心
烟台市莱州市永安路街道光安社区广场公寓,119.94573026754024,37.19730907734813,,328.0,785,光安社区老年人日间照料中心
烟台市莱州市永安路街道光安社区安全局,119.94337544947638,37.19680365135435,,40.0,785,光安社区老年人日间照料中心
烟台市莱州市永安路街道金都社区商业大厦住宅,119.94542814245128,37.1819795761209,,125.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区商业大厦住宅,119.94542814245128,37.1819795761209,,130.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区 大骋住宅,119.92385742667778,37.17614984470148,,128.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区水产住宅,119.95495775156928,37.20032539273789,,125.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区新平家园住宅,119.94502249262892,37.19054716802152,,168.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区金都花园住宅,119.94588915011714,37.190674584847855,,145.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区汽车六场住宅,119.95495775156928,37.20032539273789,,124.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区部队公寓住宅,119.95495775156928,37.20032539273789,,142.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区 丝绸公司住宅,119.95495775156928,37.20032539273789,,111.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区美乐家园住宅,119.94586384556956,37.19382600277756,,212.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区金矿住宅,119.95495775156928,37.20032539273789,,130.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区建发小区住宅,119.94991780850556,37.22107971806111,,184.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区十家巷住宅,119.95495775156928,37.20032539273789,,90.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区新安家园住宅,119.9431737798894,37.19262953436692,,120.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区酒厂住宅,119.95495775156928,37.20032539273789,,159.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区商业系统住宅,119.95495775156928,37.20032539273789,,140.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区食品公司住宅,119.9534927949436,37.19322575864189,,116.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区行星住宅,119.95495775156928,37.20032539273789,,160.0,2000,金都社区综合养老服务中心
烟台市莱州市永安路街道金都社区银资家园住宅,119.94448395847569,37.19211696167878,,384.0,2000,金都社区综合养老服务中心
烟台市莱州市程郭镇英才社区福莱美景小区,119.9778403776555,37.20236573652205,,1600.0,300,英才社区老年人日间中心
烟台市莱州市程郭镇英才社区文汇小区,119.97192791044992,37.20070101333378,,100.0,300,英才社区老年人日间中心
烟台市莱州市程郭镇坊苑东区,119.9675730151681,37.20198954940023,,287.0,800,坊苑社区老年人日间照料中心
烟台市莱州市程郭镇坊苑西区,119.96581521094618,37.20210423816727,,568.0,800,坊苑社区老年人日间照料中心
烟台市莱州市程郭镇东苑新区,119.98257741210126,37.19626343896513,,365.0,300,东苑社区老年人日间照料中心
烟台市莱州市程郭镇东苑南区,119.98032859408758,37.198763532454,,351.0,300,东苑社区老年人日间照料中心
烟台市莱州市程郭镇东苑北区,119.98108797559944,37.20052251980429,,359.0,300,东苑社区老年人日间照料中心
长岛县南长山街道瀛洲小区,120.75216795945433,37.91635001915946,南长山街道,220.0,500,养老综合服务中心
长岛县南长山街道泰和水岸,120.74404835561072,37.92778408041952,,398.0,500,养老综合服务中心
长岛县南长山街道党校小区,120.73758873051904,37.94152629258075,,135.0,500,养老综合服务中心
长岛县南长山街道翠海茗居,120.7409125507365,37.9212502456613,,212.0,500,养老综合服务中心
长岛县南长山街道悦海假日,120.74088200834916,37.92100700702628,,350.0,500,养老综合服务中心
长岛县南长山街道阳光小区,120.73758873051904,37.94152629258075,,140.0,200,养老综合服务中心
长岛县南长山街道闻涛花园,120.74306210599131,37.93348820060591,,108.0,200,养老综合服务中心
长岛县南长山街道聚仙假日,120.73758873051904,37.94152629258075,,336.0,200,养老综合服务中心
